Subject Code,Main Data,Secondary Data,Finger Counting Data,Exclude Data,Reason,Other comments,Node
Treccani_S33_120617,treccani_s33_120617_data.mat,treccani_s33_120617_secondary_data.mat,treccani_s33_120617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S34_120617,treccani_s34_120617_primary_data.mat,treccani_s34_120617_secondary_data.mat,treccani_s34_120617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S35_130617,treccani_s35_130617_primary_data.mat,treccani_s35_130617_secondary_data.mat,treccani_s35_130617_fingercounting.mat,FALSE,NA,"subject said ""I've finished the 2nd block""",ecdmw
Treccani_S36_130617,treccani_s36_130617_primary_data.mat,treccani_s36_130617_secondary_data.mat,treccani_s36_130617_fingercounting.mat,FALSE,NA,"subject asked ""what time is it?"" I answered ""It's half past 4""",ecdmw
Treccani_S37_130617,treccani_s37_130617_primary_data.mat,treccani_s37_130617_secondary_data.mat,treccani_s37_130617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S38_140617,treccani_s38_140617_data.mat,treccani_s38_140617_secondary_data.mat,treccani_s38_140617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S39_140617,treccani_s39_140617_primary_data.mat,treccani_s39_140617_secondary_data.mat,treccani_s39_140617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S40_150617,treccani_s40_150617_primary_data.mat,treccani_s40_150617_secondary_data.mat,treccani_s40_150617_fingercounting.mat,FALSE,NA,"During the experiment, the subject asked ""how many blocks are there?"" I answered ""5""",ecdmw
Treccani_S41_150617,treccani_s41_150617_data.mat,treccani_s41_150617_secondary_data.mat,treccani_s41_150617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S42_160617,treccani_s42_160617_data.mat,treccani_s42_160617_secondary_data.mat,treccani_s42_160617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S43_160617,treccani_s43_160617_data.mat,treccani_s43_160617_secondary_data.mat,treccani_s43_160617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S44_199617,treccani_s44_190617_primary_data.mat,treccani_s44_199617_secondary_data.mat,treccani_s44_190617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S45_190617,treccani_s45_190617_primary_data.mat,treccani_s45_190617_secondary_data.mat,treccani_s45_190617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S46_200617,treccani_s46_200617_data.mat,treccani_s46_200617_secondary_data.mat,treccani_s46_200617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S47_210617,treccani_s47_210617_primary_data.mat,treccani_s47_210617_secondary_data.mat,treccani_s47_210617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S48_210617,treccani_s48_210617_data.mat,treccani_s48_210617_secondary_data.mat,treccani_s48_210617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S49_220617,treccani_s49_220617_primary_data.mat,treccani_s49_220617_secondary_data.mat,treccani_s49_220617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S50_220617,treccani_s50_220617_data.mat,treccani_s50_220617_secondary_data.mat,treccani_s50_220617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S51_230617,treccani_s51_230617_data.mat,treccani_s51_230617_secondary_data.mat,treccani_s51_230617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S52_270617,treccani_s52_270617_primary_data.mat,treccani_s52_270617_secondary_data.mat,treccani_s52_270617_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S53_060717,treccani_s53_060717_primary_data.mat,treccani_s53_060717_secondary_data.mat,treccani_s53_060717_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S54_060717,treccani_s54_060717_primary_data.mat,treccani_s54_060717_secondary_data.mat,treccani_s54_060717_fingercounting.mat,FALSE,NA,"After the first block, the subject asked:""how many blocks  are there left?"" I answered:""4""",ecdmw
Treccani_S55_110717,treccani_s55_110717_primary_data.mat,treccani_s55_110717_secondary_data.mat,treccani_s55_110717_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S56_110717,treccani_s56_110717_primary_data.mat,treccani_s56_110717_secondary_data.mat,treccani_s56_110717_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S57_180717,treccani_s57_180717_primary_data.mat,treccani_s57_180717_secondary_data.mat,treccani_s57_180717_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S58_180717,treccani_s58_180717_primary_data.mat,treccani_s58_180717_secondary_data.mat,treccani_s58_180717_fingercounting.mat,FALSE,NA,N/A,ecdmw
Treccani_S59_190717,treccani_s59_190717_primary_data.mat,treccani_s59_190717_secondary_data.mat,treccani_s59_190717_fingercounting.mat,FALSE,NA,"subject asked:""what time is it?"" I answered:""16:30""",ecdmw
Treccani_S60_200717,treccani_s60_200717_primary_data.mat,treccani_s60_200717_secondary_data.mat,treccani_s60_200717_fingercounting.mat,FALSE,NA,N/A,ecdmw
